URL	Author	datePublished	claimReviewed	reviewBody	title	ratingValue	bestRating	alternativeName
httpsapublicaorgtrucochecamososprincipaiscandidatosavicepresident	httpsapublicaorg	2018-09-14	peix consumido brasil importado vem china	kátia abreu pdt candidata vicepresident chapa ciro gome pdt vídeo publicado facebook agosto diss peix consumido brasil importado vem china	checamo principai candidato vicepresident agência pública	1.0	8	falso
httpsapublicaorgtrucoministrodadefesadistorcedadossobremilitaresnodeficitdaprevidencia	httpsapublicaorg	2017-02-17	verdad militar contribuem sendo dito aí r bilhõ déficit déficit real militar contribuem r bilhõ	entrevista jornal globo ministro defesa raul jungmann afirm militar responsávei déficit previdência gerariam despesa r bilhõ r bilhõ	ministro defesa distorc dado sobr militar déficit previdência agência pública	3.0	8	falso
httpsapublicaorgtrucopostfalsoacusapaideboulosdemanterimoveldesocupado	httpsapublicaorg	2018-05-10	exist imóvel m instalado terreno m desocupado rua paula ney vila marianasp pertenc marco boulo pai guilherm boulo	post afirma exist imóvel m instalado terreno m desocupado rua paula ney vila marianasp pertenc marco boulo pai guilherm boulo	post falso acusa pai boulo manter imóvel desocupado agência pública	1.0	8	falso
httpspiauifolhauolcombrlupaverificamosvideomanifestacaocopacabana	httpspiauifolhauolcombrlupa	2018-09-29 21:41:38	olha copacabana agora manifestação elesim vídeo	empti	verificamo antigo vídeo viraliz mostrar praia copacabana suposta manifestação próbolsonaro	4.0	6	falso
httpsapublicaorgtrucoleiimpedepunicoesdiferentesaestuprodevulneravel	httpsapublicaorg	2017-03-21	vizinho passa mão seio menina pena mesma punido realment mantido relaçõ sexuai lei faz distinção	entrevista jornal estado s paulo dia março rogério schietti ministro superior tribun justiça stj afirm lei hoje faz distinção agressõ sexuai menor ano caso estupro vulnerável	lei imped puniçõ diferent estupro vulnerável agência pública	7.0	8	inconclusivo
httpsapublicaorgtrucomoraesexageranumerodeaudienciasdecustodiadeemsp	httpsapublicaorg	2017-02-21	paulo realizada aproximadament mil audiência custódia manutenção prisão liberdad provisória	sabatina senado ministro justiça licenciado alexandr mora citou dado sobr projeto audiência custódia realizada paulo segundo realizada mil audiência custódia dessa resultaram manutenção prisão liberdad provisória	mora acerta número audiência custódia sp agência pública	8.0	8	verdadeiro
httpspiauifolhauolcombrlupaverificamosfatimabezerraortografia	httpspiauifolhauolcombrlupa	2018-11-19 19:40:43	digo redução idad penau imagem	empti	verificamo fátima bezerra tirou foto cartaz erro ortografia	4.0	6	falso
httpspiauifolhauolcombrlupaverificamostrumpintervencao	httpspiauifolhauolcombrlupa	2018-07-02 15:41:44	trump avisa posso intervir militarment brasil acabar corrupção	empti	verificamo trump vai intervir militarment brasil acabar corrupção	4.0	6	falso
httpsaosfatosorgnoticiasjuizacarolinalebbosnaopublicoululapresohojepresoamanhapresosemprenofacebook	httpswwwaosfatosorg	2019-01-31	justia brasil vergonha olha juíza posta página	verdad juíza vara execuçõ penai curitiba carolina lebbo public facebook mensagem lula preso hoje preso amanhã preso sempr print circula post rede sociai montagem justiça feder desmentiu conteúdo postagem diss magistrada responsável processo expresident conta rede social	juíza carolina lebbo public ‘ lula preso hoje preso amanhã preso sempr ’ facebook fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamosmanuelaadelio	httpspiauifolhauolcombrlupa	2019-02-04 17:47:34	mulher manuela dvila ligou veze adélio bispo dia esfaqueamento bolsonaro	empti	verificamo falsa informação manuela dvila ligou adélio bispo	4.0	6	falso
httpsaosfatosorgnoticiasfotoaereamostraprotestoforadilmaemenaoatoprobolsonaro	httpswwwaosfatosorg	2018-10-22	avenida paulista fechada ponta ponta milhar contra pt favor bolsonaro	foto aérea avenida paulista tomada manifestant ton verdeamarelo tirada março durant protesto impeach president dilma rousseff pt nest domingo ato favor jair bolsonaro presidenciável psl afirmam publicaçõ feita facebook ontem	foto aérea mostra protesto dilma ato próbolsonaro fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamosflaviobolsonaromariel	httpspiauifolhauolcombrlupa	2019-03-12 17:17:40	assassino mariel condecorado filho bolsonaro alerj assembleia legislativa rio janeiro	empti	verificamo falso flávio bolsonaro homenageado suspeito matar mariel	4.0	6	falso
httpsaosfatosorgnoticiassiteatribuimarisaleticiapatrimoniodocasalluladasilva	httpswwwaosfatosorg	2018-08-16	advogado apresentam patrimônio milionário marisa letícia	informaçõ questão fatofazem part inventário marisa ben soment nome expresident lula	site atribui marisa letícia patrimônio casal lula silva fato	3.0	5	falso
httpspiauifolhauolcombrlupaverificamosdilmaaposentadoria	httpspiauifolhauolcombrlupa	2019-02-21 17:08:06	dilma queria previdência ano homem mulher reclamem pessoal reclama reforma previdência bolsonaro boa dilma	empti	falso dilma proposto idad mínima ano aposentadoria	4.0	6	falso
httpsaosfatosorgnoticiaswyllysnaopostoutweetcomcriticasagreenwaldesobresupostoacordocomjornalista	httpswwwaosfatosorg	2019-07-08	jean wylli acordo ggreenwald	falso tweet exdeputado jean wylli diss jornalista glenn greenwald the intercept brasil relação fazendo acordo doi afirmam publicaçõesna rede além registro tweet sido publicado wylli montagemtambém traz selo verificação perfil naquela rede social	wylli postou tweet crítica greenwald sobr suposto acordo jornalista fato	1.0	5	falso
httpsapublicaorgtrucorodrigomaiausadadossemcontextosobreeducacao	httpsapublicaorg	2018-06-15	custo aluno universidad pública veze maior universidad privada	précandidato presidência rodrigo maia dem afirm custo aluno universidad pública veze maior universidad privada	rodrigo maia usa dado contexto sobr educação agência pública	7.0	8	inconclusivo
httpsaosfatosorgnoticiasonunaodissequelevarcriancasigrejaeviolacaodosdireitoshumano	httpswwwaosfatosorg	2018-09-03	onu afirma levar criança igreja violação direito humano	amparas informaçõ falsa texto publicado site gospel primedando conta relatório onu organização naçõ unida afirm levar criança igreja violação direito humano verdad documento trata apena criança reino unido alguma quai obrigada comparec ato religioso cristão escola pública opção participarum comitê onu faz recomendação país reino unido deixem obrigar estudant participar ato religioso escola pública autorizem possam optar modo independent necessidad permissão pai querem participar dess tipo culto trata levar criança igreja levála força despeito fé	onu diss levar criança igreja violação direito humano fato	3.0	5	falso
httpsapublicaorgtrucoblefesemeiasverdadessobreopres	httpsapublicaorg	2016-02-26	petrobra acabada falida lucro operacion graça quê graça exploração présal	senadora vanessa grazziotin pcdob am diss petrobra quebrada poi lucro operacion conta présal	blefe meiasverdad sobr présal agência pública	1.0	8	falso
httpsapublicaorgtrucoministeriodafazendapediuofimdauerj	httpsapublicaorg	2017-09-06	ministério fazenda pede fim uerj demissão servidor	parec técnico elaborado secretaria tesouro nacion ligada ministério fazenda técnico pedem fim universidad estadu rio janeiro uerj demissão servidor	ministério fazenda pediu fim uerj agência pública	8.0	8	verdadeiro
httpspiauifolhauolcombrlupaverificamoscubamedicina	httpspiauifolhauolcombrlupa	2018-11-20 18:40:51	cuba forma médico ano	empti	verificamo cuba apena doi curso medicina	4.0	6	falso
httpspiauifolhauolcombrlupaverificamoslistabolsonaro	httpspiauifolhauolcombrlupa	2019-04-17 07:00:57	cancel jantar r mil ibama exoner responsável	empti	verificamo publicação lista açõ bolsonaro trê mese sete verdadeira	4.0	6	falso
httpspiauifolhauolcombrlupaverificamoslulaliberdad	httpspiauifolhauolcombrlupa	2018-06-28 17:55:58	lula data hora posto liberdad	empti	verificamo lula ainda data hora posto liberdad	4.0	6	falso
httpsaosfatosorgnoticiasadvogadoqueapoiouhaddadnaodefendeautordeataquebolsonaro	httpswwwaosfatosorg	2018-11-19	antônio carlo almeida castro kakay quatro advogado responsávei defesa adélio bispo	voltou circular internet foto advogado antônio carlo almeida castro conhecido kakay lado fernando haddad pt frase acompanha imagem afirma quatro advogado responsávei defesa adelio bispo homem esfaqu president eleito jair bolsonaro psl durant campanha presidenci informação falsa autor atentado defendido quatro advogado zanon manuel oliveira junior pedro augusto lima felip possa fernando costa oliveira magalhã daniel magalhã basto	advogado apoiou haddad defend autor ataqu bolsonaro fato	1.0	5	falso
httpsaosfatosorgnoticiasmoronaoretiroutomadasdepresidiosmedidaepartedeleisancionadanoceara	httpswwwaosfatosorg	2019-01-17	governo anterior gastaram milhõ bloqueador sinal celular presídio resolveram problema aí vem sergio moro simplesment tira tomada problema resolvido	falsa publicação afirma ministro justiça segurança pública sergio moro mandado retirar tomada dentro cela presídio resolvido problema rede comunicação presidiário facçõ criminosa decisão verdad veio emenda projeto lei aprovado assembleia legislativa estado ceará apó onda ataqu	moro retir tomada presídio medida part lei sancionada ceará fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamosatiradormirim	httpspiauifolhauolcombrlupa	2019-04-17 17:12:10	mê apó massacr escola suzano exército promov projeto atirador mirim ensinar criança atirar	empti	verificamo projeto atirador mirim exército ensina criança atirar	4.0	6	falso
httpsaosfatosorgnoticiasvideoefotosmostramhortifrutialagadoemriodaspedrasnaoceasarj	httpswwwaosfatosorg	2019-04-12	pessoal recebi vídeo alertando cuidado fruta legum ceasa ficado alagado lavem desinfetem td comam nada cru	falsa informação unidad ceasarj central estadu abastecimento rio janeiro sido alagada fort chuva caiu rio janeiro começo semana imagen mostram fruta legum boiando água suja feita hortifruti comunidad rio pedra fica zona oest cidad	vídeo foto mostram hortifruti alagado rio pedra ceasarj fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamosoabfimlavajato	httpspiauifolhauolcombrlupa	2019-06-12 17:19:44	oab pede fim lava jato	empti	verificamo falso oab pediu fim operação lava jato	4.0	6	falso
httpsapublicaorgtrucochecamosargumentosproecontraoimpeach	httpsapublicaorg	2016-04-14	punido governador geraldo alckmin baixou decreto suplementar desrespeit meta fiscal correto impeach contra governador geraldo alckmin porqu ilegalidad	josé eduardo martin cardozo ministro advocaciager união encarregado defesa president dilma afirm abertura crédito suplementar forma feita represent aumento gasto vez alteração meta fiscal	checamo argumento pró contra impeach agência pública	7.0	8	inconclusivo
httpsapublicaorgtrucoaldorebelousadadosfalsossobregolpedecopaeamazonia	httpsapublicaorg	2018-06-08	conferência clima onu toda ong elogiaram código florest sendo fiador brasil cumprir meta clima	presidenciável aldo rebelo sd afirm conferência clima onu toda ong elogiaram código florest sendo fiador brasil cumprir meta clima	aldo rebelo usa dado falso sobr golp copa amazônia agência pública	1.0	8	falso
httpsapublicaorgtrucoblefesemeiasverdadesnafestadopmdb	httpsapublicaorg	2016-04-01	corpo pmdb saíram toda costela formando hoje arco partidário	president câmara eduardo cunha pmdbrj diss todo partido surgiram partir pmdb	blefe meiasverdad festa pmdb agência pública	1.0	8	falso
httpsaosfatosorgnoticiasfotodeecompartilhadacomosefossedemanifestacaoprogovernododia	httpswwwaosfatosorg	2019-07-01	nudez droga vandalismo pátria amada brasil	foto manifestação espírito santo apoio candidatura jair bolsonaro voltou circular protesto prógoverno último domingo imagem mostra grand concentração apoiador então candidato publicada manifestaçõ prógoverno dia maio dest ano entanto pode encontrada post perfi pessoai facebook desd dia outubro ano passado	foto compartilhada manifestação prógoverno dia fato	1.0	5	falso
httpsaosfatosorgnoticiasnaoeverdadequepabllovittarvaicantarnacopadomundositereciclaboato	httpswwwaosfatosorg	2018-05-18	pabllo vittar vai ganhar r milhão cantar hino brasileiro copa mundo	verdad cantora pabllo vittar vai receb r milhão cantar hino nacion copa mundo rússia afirma postagem site pensa brasil boato começ circular rede sociai final agora ressurgiu informaçõ enganosa	verdad pabllo vittar vai cantar copa mundo site recicla boato fato	1.0	5	falso
httpsapublicaorgtrucoverdadesementirassobreopacotaodereajustessalariai	httpsapublicaorg	2016-06-03	agora ouvir aqui deputado ant governo dizerem querendo votar reajust judiciário governo michel temer apena fazendo justiça servidor paí	deputado feder alberto fraga demdf afirm oposição querendo votar reajust judiciário base governo michel temer querendo votar	verdad mentira sobr pacotão reajust salariai agência pública	4.0	8	falso
httpspiauifolhauolcombrlupaverificamosindiospolicia	httpspiauifolhauolcombrlupa	2019-01-07 15:38:34	ocorrendo verdadeiro massacr mato grosso sul indígena sendo assassinado	empti	foto massacr contra índio circulam facebook antiga	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosmulhernaofoiexpulsadevoocomercialporquestoeseleitorai	httpspiauifolhauolcombrlupa	2018-10-07 16:47:24	eleitora pt dá tapa aeromoça conta passageiro cantarem música mito vídeo	empti	verificamo mulher expulsa voo comerci nest domingo questõ eleitorai	4.0	6	falso
httpsapublicaorgtrucorepresentacaofemininanaoealtaemtodosospaisesparlamentarista	httpsapublicaorg	2017-08-23	todo país parlamentarista exist fort representação mulher	programa político psdb exibido agosto afirma todo país parlamentarista exist fort representação mulher	representação feminina alta todo país parlamentarista agência pública	1.0	8	falso
httpspiauifolhauolcombrlupaverificamoschinaleipenademort	httpspiauifolhauolcombrlupa	2018-12-11 21:50:39	china suger brasil lei dá pena mort político corrupto	empti	verificamo china sugeriu pena mort político corrupto brasil	4.0	6	falso
